Name,URL,Cuisines,Area,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,,,2427,0
Kobe Sizzlers,https://www.zomato.com/Chennai/kobe0sizzlers0indiranagar,"American, Continental, Fast Food, Steak, Beverages, Shake","Indiranagar, Chennai",4.2,1879,3.6,153,1500,,,,
Kolkata Restaurant,https://www.zomato.com/Chennai/kolkata0restaurant0marathahalli0Chennai,"North Indian, Biryani","Marathahalli, Chennai",0,0,3.5,3099,150,,,,
Bawarchi Biryanis,https://www.zomato.com/Chennai/bawarchi0biryanis0marathahalli0Chennai,"Biryani, Desserts, Beverages","Marathahalli, Chennai",0,0,3,150,250,,,,
Ambur Hot Dum Biriyani,https://www.zomato.com/Chennai/ambur0hot0dum0biriyani0marathahalli0Chennai,"Biryani, Kerala","Marathahalli, Chennai",0,1,3.8,29,250,,,,
Khanna's,https://www.zomato.com/Chennai/khannas0brookefield0Chennai,North Indian,"Brookefield, Chennai",0,0,3.9,657,400,,,,
Burger King,https://www.zomato.com/Chennai/burger0king0hsr0Chennai,"Burger, Fast Food, Beverages, Desserts","HSR, Chennai",4.1,581,4.1,33400,400,,,,
Five Star Chicken,https://www.zomato.com/Chennai/five0star0chicken020whitefield0Chennai,"Wraps, Burger, Rolls, Fast Food, Street Food","Whitefield, Chennai",3.5,20,3.1,41,400,,,,
Ghee and Turmeric,https://www.zomato.com/Chennai/ghee0and0turmeric010brookefield0Chennai,North Indian,"Brookefield, Chennai",0,0,4,3,350,,,,
Pizza @99,https://www.zomato.com/Chennai/pizza0@990kadubeesanahalli0Chennai,"Pizza, Fast Food","Kadubeesanahalli, Chennai",0,0,3.4,163,150,,,,
The Brooklyn Creamery 0 Low Cal Ice Cream,https://www.zomato.com/Chennai/the0brooklyn0creamery0low0cal0ice0cream0kaggadasapura0Chennai,Ice Cream,"Kaggadasapura, Chennai",0,0,4.1,1,200,,,,
Swiss Cream ,https://www.zomato.com/Chennai/swiss0cream0marathahalli0Chennai,"Ice Cream, Beverages, Desserts, Shake, Waffle","Marathahalli, Chennai",3.5,4,3.7,407,250,,,,
Davanagere Benne Dose,https://www.zomato.com/Chennai/davanagere0benne0dose0hsr0Chennai,"South Indian, Desserts","HSR, Chennai",4,145,4,7402,150,,,,
Andhra Tiffins & Meals,https://www.zomato.com/Chennai/andhra0tiffins0meals0marathahalli0Chennai,"Andhra, South Indian","Marathahalli, Chennai",0,0,3.9,6463,50,,,,
Pizzarea,https://www.zomato.com/Chennai/pizzarea0marathahalli0Chennai,"Pizza, Fast Food","Marathahalli, Chennai",0,0,3,133,200,,,,
Namma Madurai,https://www.zomato.com/Chennai/namma0madurai0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",3.4,89,4,10600,200,,,,
The Mylapore Cafe,https://www.zomato.com/Chennai/the0mylapore0cafe0hsr,"South Indian, Beverages","HSR, Chennai",4.1,168,4,9858,200,,,,
Poha On Wheels,https://www.zomato.com/Chennai/poha0on0wheels0marathahalli0Chennai,Street Food,"Marathahalli, Chennai",0,2,4.4,635,100,,,,
Gavran Misal,https://www.zomato.com/Chennai/gavran0misal010hsr0Chennai,Maharashtrian,"HSR, Chennai",4.2,195,4.5,834,250,,,,
More Bites Multicuisine Kitchen,https://www.zomato.com/Chennai/more0bites0multicuisine0kitchen0marathahalli0Chennai,"North Indian, Chinese","Marathahalli, Chennai",0,0,3.5,67,100,,,,
Biryani And Pulao Collection By ITC Hotels,https://www.zomato.com/Chennai/biryani0and0pulao0collection0by0itc0hotels0whitefield0Chennai,"Biryani, Hyderabadi","Whitefield, Chennai",0,0,3.1,29,550,,,,
Mahura,https://www.zomato.com/Chennai/mahura0kadubeesanahalli0Chennai,Odia,"Kadubeesanahalli, Chennai",0,0,4.1,343,100,,,,
Food Vibes,https://www.zomato.com/Chennai/food0vibes020marathahalli0Chennai,"British, Fast Food, Street Food, Sandwich, Beverages","Marathahalli, Chennai",3.4,5,4.2,58,400,,,,
Tea Time,https://www.zomato.com/Chennai/tea0time0brookefield0Chennai,"Tea, Shake","Brookefield, Chennai",0,1,4.3,101,150,,,,
Ongole Tiffin Centre,https://www.zomato.com/Chennai/ongole0tiffin0centre0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4.2,153,50,,,,
Mantra Donne Biryani,https://www.zomato.com/Chennai/mantra0donne0biryani0hsr0Chennai,"Biryani, South Indian","HSR, Chennai",0,0,3.4,1321,200,,,,
Kozhikoden Flavours,https://www.zomato.com/Chennai/kozhikoden0flavours0kaggadasapura0Chennai,Kerala,"Kaggadasapura, Chennai",3.7,4,4,56,400,,,,
SV Idli House,https://www.zomato.com/Chennai/sv0idli0house0kaggadasapura0Chennai,South Indian,"Kaggadasapura, Chennai",0,0,4,85,50,,,,
Letoh,https://www.zomato.com/Chennai/letoh0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4.2,282,50,,,,
Jitu Bhai Dahibara Sweets & Savouries,https://www.zomato.com/Chennai/jitu0bhai0dahibara0sweets0savouries0marathahalli0Chennai,"Odia, Desserts","Marathahalli, Chennai",3.5,6,3.9,1489,300,,,,
Andhra Tea Point,https://www.zomato.com/Chennai/andhra0tea0point0marathahalli0Chennai,"Beverages, Juices, Coffee, Sandwich","Marathahalli, Chennai",3.4,5,4.3,136,200,,,,
Waffle Head,https://www.zomato.com/Chennai/waffle0head0hsr0Chennai,"Desserts, Waffle","HSR, Chennai",0,0,4.3,975,100,,,,
Burger For Breakfast,https://www.zomato.com/Chennai/burger0for0breakfast0marathahalli0Chennai,"Fast Food, Beverages","Marathahalli, Chennai",0,0,4,49,250,,,,
Madhuri's Kitchen MK,https://www.zomato.com/Chennai/madhuris0kitchen0mk0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,3.7,188,50,,,,
Deccan Biryani House,https://www.zomato.com/Chennai/deccan0biryani0house0hsr0Chennai,Biryani,"HSR, Chennai",0,0,3.9,799,150,,,,
Andrila's,https://www.zomato.com/Chennai/andrilas0kaggadasapura0Chennai,"Fast Food, American, Beverages, Shake","Kaggadasapura, Chennai",0,0,4,39,100,,,,
R R Noodles Express,https://www.zomato.com/Chennai/r0r0noodles0express0marathahalli0Chennai,Chinese,"Marathahalli, Chennai",0,0,3.2,2270,150,,,,
Bangarpet Chats,https://www.zomato.com/Chennai/bangarpet0chats010hsr,Street Food,"HSR, Chennai",2.7,20,3.6,1108,150,,,,
M.M Restaurant,https://www.zomato.com/Chennai/m0m0restaurant0hsr,"North Indian, Biryani, Rolls, Chinese, Odia","HSR, Chennai",3.6,220,3.7,12800,400,,,,
The Moong Zone,https://www.zomato.com/Chennai/the0moong0zone0hsr0Chennai,"South Indian, Fast Food","HSR, Chennai",3.8,6,2.8,73,250,,,,
Udupi Brahmins Signature,https://www.zomato.com/Chennai/udupi0brahmins0signature0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4,35,100,,,,
Vaigai Vilas,https://www.zomato.com/Chennai/vaigai0vilas0btm0Chennai,"South Indian, Biryani, Chinese, Beverages","BTM, Chennai",3.8,13,3.5,239,550,,,,
Siro's Grillhouse,https://www.zomato.com/Chennai/siros0grillhouse0hsr0Chennai,"Fast Food, Lebanese, Biryani, Italian, Beverages","HSR, Chennai",3.6,7,3.5,120,600,,,,
Sandwich@59,https://www.zomato.com/Chennai/sandwich@590marathahalli0Chennai,"Fast Food, Burger","Marathahalli, Chennai",0,0,3.3,18,100,,,,
Master Dum Biryani,https://www.zomato.com/Chennai/master0dum0biryani0bommanahalli0Chennai,"Biryani, South Indian, Andhra, Chinese, North Indian, Kebab, Hyderabadi","Bommanahalli, Chennai",0,0,3.6,55,200,,,,
Aaaoji Khaoji Dosa,https://www.zomato.com/Chennai/aaaoji0khaoji0dosa0kaggadasapura0Chennai,"South Indian, Chinese, Street Food","Kaggadasapura, Chennai",0,0,4,49,250,,,,
New Naati Cafe,https://www.zomato.com/Chennai/new0naati0cafe0bommanahalli0Chennai,"Biryani, Chinese, South Indian, Kebab","Bommanahalli, Chennai",0,0,3.6,290,300,,,,
So0Bur,https://www.zomato.com/Chennai/so0bur0jeevan0bhima0nagar0Chennai,"Burger, Fast Food, American, Shake","Jeevan Bhima Nagar, Chennai",0,0,4.3,266,250,,,,
Puchkas,https://www.zomato.com/Chennai/puchkas0koramangala07th0block0Chennai,"North Indian, Fast Food, Chinese, Street Food, Desserts","Koramangala 7th Block, Chennai",0,0,4,895,100,,,,
Shawarma House,https://www.zomato.com/Chennai/shawarma0house0brookefield0Chennai,Lebanese,"Brookefield, Chennai",0,0,3.8,451,150,,,,
Idlyappam,https://www.zomato.com/Chennai/idlyappam0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4,29,100,,,,
VV Biryanis,https://www.zomato.com/Chennai/vv0biryanis0btm0Chennai,"Biryani, Andhra, Chettinad, Chinese, South Indian, Tamil, Beverages","BTM, Chennai",0,0,3.7,54,150,,,,
Colombo Idli House,https://www.zomato.com/Chennai/colombo0idli0house0hsr0Chennai,South Indian,"HSR, Chennai",0,0,4.3,4390,100,,,,
Maa Tea,https://www.zomato.com/Chennai/maa0tea0marathahalli0Chennai,"Cafe, Sandwich","Marathahalli, Chennai",3.8,5,3.4,57,350,,,,
Burger Man,https://www.zomato.com/Chennai/burger0man0yelahanka0Chennai,"Burger, Fast Food, Sandwich","Yelahanka, Chennai",3.5,0,3.3,192,300,,,,
Budget Saapadu,https://www.zomato.com/Chennai/budget0saapadu0btm0Chennai,"Biryani, South Indian","BTM, Chennai",0,1,3.2,28,250,,,,
New Pizza Pie,https://www.zomato.com/Chennai/new0pizza0pie0marathahalli0Chennai,Pizza,"Marathahalli, Chennai",0,0,3.3,301,200,,,,
SLV Food Corner,https://www.zomato.com/Chennai/slv0food0corner0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4,148,50,,,,
Gowthami 99 Varieties Dosa Camp,https://www.zomato.com/Chennai/gowthami0990varieties0dosa0camp0marathahalli0Chennai,South Indian,"Marathahalli, Chennai",0,0,4,39,100,,,,
Delhi Dhaba 1996,https://www.zomato.com/Chennai/delhi0dhaba019960brookefield0Chennai,"North Indian, Chinese","Brookefield, Chennai",0,0,3.7,80,250,,,,
The Shawarma Man,https://www.zomato.com/Chennai/the0shawarma0man0marathahalli0Chennai,"Lebanese, Fast Food, Beverages, Shake","Marathahalli, Chennai",0,0,3.8,205,100,,,,
Biryani Destination,https://www.zomato.com/Chennai/biryani0destination0brookefield0Chennai,"Biryani, Chinese","Brookefield, Chennai",0,0,4,22,250,,,,
IFDS Dosa Corner,https://www.zomato.com/Chennai/ifds0dosa0corner020kaggadasapura0Chennai,"South Indian, North Indian, Chinese","Kaggadasapura, Chennai",0,0,3.7,66,100,,,,
Kheer Bahaar,https://www.zomato.com/Chennai/kheer0bahaar0kaggadasapura0Chennai,Desserts,"Kaggadasapura, Chennai",0,0,4,17,150,,,,
Knight Bite,https://www.zomato.com/Chennai/knight0bite0marathahalli0Chennai,"American, Burger, Beverages, Shake","Marathahalli, Chennai",0,0,4.4,850,250,,,,
Shawarma Hub,https://www.zomato.com/Chennai/shawarma0hub0marathahalli0Chennai,"Lebanese, Kebab, Beverages","Marathahalli, Chennai",0,0,3.7,219,150,,,,
New Ghar Ka Khana,https://www.zomato.com/Chennai/new0ghar0ka0khana0marathahalli0Chennai,"North Indian, Seafood","Marathahalli, Chennai",0,0,3.1,35,100,,,,
Chulha Chaupati Dhaba,https://www.zomato.com/Chennai/chulha0chaupati0dhaba0brookefield0Chennai,"North Indian, Chinese","Brookefield, Chennai",0,0,3.1,13,200,,,,
Tandoori Duniya,https://www.zomato.com/Chennai/tandoori0duniya0brookefield0Chennai,"North Indian, Kebab","Brookefield, Chennai",0,0,3.6,27,250,,,,
Royal Spice Kitchen,https://www.zomato.com/Chennai/royal0spice0kitchen0varthur0main0road0whitefield0Chennai,"South Indian, Street Food, North Indian","Varthur Main Road, Whitefield, Chennai",0,0,3.5,46,100,,,,
Mr Momo,https://www.zomato.com/Chennai/mr0momo020marathahalli0Chennai,"Chinese, Momos","Marathahalli, Chennai",0,0,4.3,385,150,,,,
Mr Chow,https://www.zomato.com/Chennai/mr0chow0brookefield0Chennai,Chinese,"Brookefield, Chennai",0,0,4.1,581,200,,,,
14 Districts,https://www.zomato.com/Chennai/140districts0kadubeesanahalli0Chennai,"Kerala, South Indian","Kadubeesanahalli, Chennai",0,0,4.3,62,150,,,,
Hokart 0 Tasty Samosa Center,https://www.zomato.com/Chennai/hokart0tasty0samosa0center0kadubeesanahalli0Chennai,Street Food,"Kadubeesanahalli, Chennai",0,0,2.7,17,50,,,,
At Hyderabadi Biryani,https://www.zomato.com/Chennai/at0hyderabadi0biryani0whitefield0Chennai,"Biryani, Chinese","Whitefield, Chennai",0,0,2.9,28,150,,,,
Hokart 0 Hari Om Samosa,https://www.zomato.com/Chennai/hokart0hari0om0samosa0kadubeesanahalli0Chennai,Street Food,"Kadubeesanahalli, Chennai",0,0,4,12,50,,,,
Pancakes By Knight Bite,https://www.zomato.com/Chennai/pancakes0by0knight0bite0marathahalli0Chennai,Desserts,"Marathahalli, Chennai",0,0,4,31,250,,,,
Thalassery Restaurant,https://www.zomato.com/Chennai/thalassery0restaurant0hsr0Chennai,"Kerala, North Indian, Chinese, Kebab, Desserts, Ice Cream, Beverages, Shake","HSR, Chennai",0,0,3.5,1267,150,,,,
The Parotta Combo,https://www.zomato.com/Chennai/the0parotta0combo010hsr0Chennai,"South Indian, Desserts","HSR, Chennai",0,0,4.1,60,150,,,,
Annapoorna Kitchen,https://www.zomato.com/Chennai/annapoorna0kitchen0brookefield0Chennai,South Indian,"Brookefield, Chennai",0,0,4.2,142,100,,,,
Tandoori Junction,https://www.zomato.com/Chennai/tandoori0junction0marathahalli,"Biryani, North Indian, Chinese, Seafood","Marathahalli, Chennai",3.9,205,3.7,10400,400,,,,
LalChi,https://www.zomato.com/Chennai/lalchi0whitefield0Chennai,"North Indian, Fast Food, Asian","Whitefield, Chennai",0,0,4,40,600,,,,
Khichdi Kahani,https://www.zomato.com/Chennai/khichdi0kahani0thippasandra0Chennai,"North Indian, Desserts","Thippasandra, Chennai",0,0,2.7,60,300,,,,
Paratha Meal Co,https://www.zomato.com/Chennai/paratha0meal0co0marathahalli0Chennai,"North Indian, Desserts","Marathahalli, Chennai",0,0,3.9,26,300,,,,
99 Caffe,https://www.zomato.com/Chennai/990caffe0brookefield,"South Indian, North Indian, Chinese, Shake","Brookefield, Chennai",0,0,3.6,1179,100,,,,
Food Nation,https://www.zomato.com/Chennai/food0nation010kaggadasapura0Chennai,"North Indian, Momos, Chinese, Rolls","Kaggadasapura, Chennai",0,0,4,19,300,,,,
Sichuan,https://www.zomato.com/Chennai/sichuan0hsr,"Chinese, Asian, Seafood, Momos","HSR, Chennai",4.2,770,4,4696,800,,,,
Paratha Maharaj,https://www.zomato.com/Chennai/paratha0maharaj0thippasandra0Chennai,North Indian,"Thippasandra, Chennai",0,0,3.4,22,200,,,,
Badtameez Paratha,https://www.zomato.com/Chennai/badtameez0paratha0kaggadasapura0Chennai,North Indian,"Kaggadasapura, Chennai",0,0,4.3,140,200,,,,
Mid0Night Crunch,https://www.zomato.com/Chennai/mid0night0crunch0hosur0road0Chennai,"North Indian, Chinese, Rolls, Street Food, Fast Food","Hosur Road, Chennai",0,0,3.8,15100,150,,,,
Brahmin Home Food,https://www.zomato.com/Chennai/brahmin0home0food0indiranagar0Chennai,South Indian,"Indiranagar, Chennai",0,0,4.1,127,100,,,,
Taza Khaana,https://www.zomato.com/Chennai/taza0khaana0hosur0road0Chennai,"Chinese, North Indian, Rolls, Street Food, Fast Food","Hosur Road, Chennai",0,0,3.8,4213,150,,,,
The Aroma Fox,https://www.zomato.com/Chennai/the0aroma0fox0btm0Chennai,"North Indian, Chinese, Biryani, Fast Food, Beverages","BTM, Chennai",0,0,3.6,1277,150,,,,
Night Hawks,https://www.zomato.com/Chennai/night0hawks0hosur0road0Chennai,"Biryani, Fast Food, North Indian, Chinese","Hosur Road, Chennai",0,0,3.6,3925,150,,,,
The Golden Bowl,https://www.zomato.com/Chennai/the0golden0bowl0thippasandra0Chennai,"North Indian, Mughlai","Thippasandra, Chennai",0,0,3.9,102,300,,,,
Biryani Khazana,https://www.zomato.com/Chennai/biryani0khazana0thippasandra0Chennai,Biryani,"Thippasandra, Chennai",0,0,3,269,350,,,,
The Golden Thali,https://www.zomato.com/Chennai/the0golden0thali0thippasandra0Chennai,"North Indian, Mughlai","Thippasandra, Chennai",0,0,3.3,68,400,,,,
Biryani Khazana,https://www.zomato.com/Chennai/biryani0khazana0marathahalli0Chennai,Biryani,"Marathahalli, Chennai",0,0,2.6,27,350,,,,
Veg Luv Bowl,https://www.zomato.com/Chennai/veg0luv0bowl0marathahalli0Chennai,"North Indian, Desserts","Marathahalli, Chennai",0,0,2.8,20,300,,,,
Shahenshah Biryani,https://www.zomato.com/Chennai/shahenshah0biryani0marathahalli0Chennai,"Biryani, Desserts","Marathahalli, Chennai",0,0,3,74,350,,,,
Shalimar,https://www.zomato.com/Chennai/shalimar0indiranagar,"North Indian, Chinese, Seafood, Shake","Indiranagar, Chennai",4,187,3.6,1159,1000,,,,
Leon Grill,https://www.zomato.com/Chennai/leon0grill0whitefield0Chennai,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages","Whitefield, Chennai",3.8,96,4.3,14900,400,,,,
McDonald's,https://www.zomato.com/Chennai/mcdonalds010whitefield,"Burger, Beverages, Fast Food, Desserts","Ascendas Park Square, Whitefield, Chennai",3.9,335,4,7180,400,,,,
WOW! Momo,https://www.zomato.com/Chennai/wow0momo060whitefield0Chennai,"Momos, Fast Food, Tibetan","Whitefield, Chennai",3.2,7,4.2,1011,400,,,,
The Bake Feast,https://www.zomato.com/Chennai/the0bake0feast0whitefield0Chennai,"Bakery, Desserts","Whitefield, Chennai",0,0,4.2,2490,100,,,,
Sri Udupi Park,https://www.zomato.com/Chennai/sri0udupi0park020whitefield0Chennai,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages, Shake","Whitefield, Chennai",0,1,3.8,1280,250,,,,
Mayura Bakery & Sweets,https://www.zomato.com/Chennai/mayura0bakery0sweets0whitefield0Chennai,"Mithai, Desserts, Street Food, Beverages, Shake","Whitefield, Chennai",0,0,4.3,469,50,,,,
Al0Bek,https://www.zomato.com/Chennai/al0bek0varthur0main0road0whitefield0Chennai,"Mughlai, Arabian, North Indian, Chinese","Varthur Main Road, Whitefield, Chennai",0,0,3.9,31200,100,,,,
Pizza Hut,https://www.zomato.com/Chennai/pizza0hut060whitefield0Chennai,"Pizza, Fast Food, Desserts, Beverages","Ascendas Park Square, Whitefield, Chennai",4,588,3.5,6143,400,,,,
Pepe's Pizza,https://www.zomato.com/Chennai/pepes0pizza0itpl0main0road0whitefield0Chennai,"Pizza, Pasta, Burger, Desserts, Beverages","ITPL Main Road, Whitefield, Chennai",3.3,47,4,2195,800,,,,
Snack House,https://www.zomato.com/Chennai/snack0house0itpl0main0road0whitefield0Chennai,"Fast Food, Momos, Street Food","ITPL Main Road, Whitefield, Chennai",0,0,4,715,150,,,,
Onesta,https://www.zomato.com/Chennai/onesta010brookefield0Chennai,"Pizza, Pasta, Fast Food, Desserts, Beverages, Sandwich, North Indian","Brookefield, Chennai",3.7,55,3.8,446,500,,,,
Five Star Chicken,https://www.zomato.com/Chennai/five0star0chicken0itpl0main0road0whitefield0Chennai,"Wraps, Burger, Rolls, Fast Food, Street Food","ITPL Main Road, Whitefield, Chennai",3,13,3.5,91,400,,,,
Kanti Sweets,https://www.zomato.com/Chennai/kanti0sweets0brookefield,"Mithai, Street Food, Desserts","Brookefield, Chennai",0,0,4.4,14900,50,,,,
Polar Bear,https://www.zomato.com/Chennai/polar0bear020whitefield0Chennai,"Ice Cream, Beverages, Shake","Whitefield, Chennai",2.9,53,4.4,2496,350,,,,
Ovenstory Pizza,https://www.zomato.com/Chennai/ovenstory0pizza030whitefield,"Pizza, Desserts","Whitefield, Chennai",0,0,3.7,4335,250,,,,
A2B 0 Adyar Ananda Bhavan,https://www.zomato.com/Chennai/a2b0adyar0ananda0bhavan0whitefield,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","Whitefield, Chennai",2.2,532,4,9624,800,,,,
MOJO Pizza 0 2X Toppings,https://www.zomato.com/Chennai/mojo0pizza02x0toppings020whitefield0Chennai,"Pizza, Fast Food, Desserts, Beverages","Whitefield, Chennai",0,0,4.2,4937,250,,,,
Amma's Pastries,https://www.zomato.com/Chennai/ammas0pastries0kr0puram0Chennai,Bakery,"KR Puram, Chennai",0,0,4.2,1216,100,,,,
Mani's Dum Biryani,https://www.zomato.com/Chennai/manis0dum0biryani0whitefield0Chennai,"Biryani, Kebab","Whitefield, Chennai",4.1,524,4.1,19400,800,,,,
Anand Sweets and Savouries,https://www.zomato.com/Chennai/anand0sweets0and0savouries0whitefield0Chennai,"Mithai, Street Food, Desserts, Beverages","Whitefield, Chennai",4,162,4.1,9931,300,,,,
Nandhana Palace,https://www.zomato.com/Chennai/nandhana0palace0whitefield0Chennai,"Biryani, Andhra, North Indian, Chinese, South Indian, Beverages","Whitefield, Chennai",0,0,3.9,1667,250,,,,
FreshMenu,https://www.zomato.com/FreshMenuWhitefield,"Continental, North Indian, Biryani","Whitefield, Chennai",0,0,3.6,28200,200,,,,
CakeZone,https://www.zomato.com/Chennai/cakezone0whitefield0Chennai,"Bakery, Desserts","Whitefield, Chennai",0,0,4,2448,300,,,,
Lassi Shop,https://www.zomato.com/Chennai/lassi0shop0varthur0main0road0whitefield0Chennai,"Beverages, Ice Cream, Desserts, Shake","Varthur Main Road, Whitefield, Chennai",0,0,4,87,100,,,,
Samosa Party,https://www.zomato.com/Chennai/samosa0party0whitefield0Chennai,"Fast Food, Beverages, Burger, Tea","Whitefield, Chennai",0,0,4.2,3094,100,,,,
Subway,https://www.zomato.com/Chennai/subway030whitefield0Chennai,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","Ascendas Park Square, Whitefield, Chennai",2.6,151,3.7,3973,400,,,,
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/Chennai/kwality0walls0frozen0dessert0and0ice0cream0shop020whitefield0Chennai,Ice Cream,"Whitefield, Chennai",0,0,4.2,120,100,,,,
Biryani Trip,https://www.zomato.com/Chennai/biryani0trip010itpl0main0road0whitefield0Chennai,Biryani,"ITPL Main Road, Whitefield, Chennai",0,0,4.1,1972,250,,,,
